record,bullied_in_school,bullied_not_school,cyber_bullied,custom_age,sex,physically_attacked,physical_fighting,felt_lonely,close_friends,missed_school,other_students_kind_and_helpful,parents_understand_problems,most_of_the_time_or_always_felt_lonely,missed_classes
35054,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No
45361,No,No,No,17 years old,Male,0 times,0 times,Most of the time,2,0 days,Most of the time,Rarely,Yes,No
8786,Yes,Yes,Yes,15 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Always,Rarely,No,Yes
44642,No,No,No,17 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Always,Never,No,No
44978,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Most of the time,No,No
39890,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,1,0 days,Sometimes,Rarely,No,No
1610,No,No,No,14 years old,Male,0 times,0 times,Never,1,0 days,Most of the time,Always,No,No
42532,No,No,No,15 years old,Male,0 times,0 times,Rarely,0,0 days,Sometimes,Always,No,No
52955,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Never,Sometimes,No,Yes
11292,No,No,No,17 years old,Female,12 or more times,12 or more times,Always,3 or more,0 days,Always,Never,Yes,No
21084,No,No,No,14 years old,Male,1 time,0 times,Rarely,2,0 days,Always,Always,No,No
43048,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
41548,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Sometimes,No,No
34003,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No
6054,No,Yes,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No
26373,Yes,Yes,No,16 years old,Female,2 or 3 times,0 times,Most of the time,3 or more,1 or 2 days,Rarely,Never,Yes,Yes
13947,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Always,Rarely,No,Yes
43021,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No
2230,No,Yes,Yes,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Never,No,No
47331,Yes,Yes,No,15 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Most of the time,Always,No,Yes
7762,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No
1748,No,Yes,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Never,No,Yes
55968,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
5826,No,Yes,No,15 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Always,Always,No,Yes
37382,Yes,Yes,Yes,15 years old,Female,2 or 3 times,0 times,Rarely,3 or more,1 or 2 days,Always,Most of the time,No,Yes
16527,No,No,No,17 years old,Female,0 times,0 times,Never,1,0 days,Rarely,Never,No,No
7673,No,No,No,13 years old,Male,2 or 3 times,2 or 3 times,Never,3 or more,1 or 2 days,Never,Never,No,Yes
23396,Yes,No,Yes,15 years old,Male,10 or 11 times,2 or 3 times,Never,3 or more,0 days,Rarely,Always,No,No
31002,Yes,No,Yes,16 years old,Male,0 times,0 times,Sometimes,2,0 days,Never,Never,No,No
29933,No,No,Yes,14 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No
35103,Yes,No,Yes,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No
26528,No,No,No,15 years old,Female,0 times,0 times,Always,2,0 days,Never,Always,Yes,No
26293,Yes,No,No,14 years old,Female,1 time,1 time,Most of the time,2,0 days,Rarely,Never,Yes,No
11112,No,No,No,15 years old,Female,1 time,0 times,Sometimes,2,0 days,Most of the time,Rarely,No,No
23520,No,No,No,13 years old,Male,0 times,2 or 3 times,Never,2,0 days,Rarely,Sometimes,No,No
17527,No,No,No,14 years old,Male,1 time,2 or 3 times,Sometimes,3 or more,1 or 2 days,Sometimes,Never,No,Yes
51174,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
28643,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Never,No,No
24602,Yes,No,No,15 years old,Female,1 time,1 time,Never,3 or more,1 or 2 days,Always,Always,No,Yes
12481,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
25515,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
14986,No,No,No,17 years old,Male,0 times,0 times,Rarely,0,0 days,Never,Always,No,No
27349,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Rarely,No,No
3354,No,No,No,16 years old,Male,0 times,2 or 3 times,Never,2,3 to 5 days,Most of the time,Sometimes,No,Yes
13820,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No
52823,Yes,No,No,15 years old,Male,0 times,4 or 5 times,Sometimes,3 or more,10 or more days,Always,Sometimes,No,Yes
35675,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
46654,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No
14845,Yes,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No
13151,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No
47733,No,No,No,15 years old,Male,0 times,0 times,Never,0,0 days,Most of the time,Always,No,No
24368,No,Yes,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No
46948,Yes,No,No,13 years old,Female,0 times,0 times,Sometimes,0,3 to 5 days,Never,Never,No,Yes
9734,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No
43493,No,No,No,15 years old,Male,0 times,0 times,Most of the time,2,3 to 5 days,Sometimes,Sometimes,Yes,Yes
54405,Yes,No,No,14 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Rarely,Never,No,No
44206,Yes,No,Yes,15 years old,Male,1 time,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Never,Yes,Yes
19042,No,No,No,14 years old,Female,0 times,0 times,Always,2,0 days,Rarely,Always,Yes,No
21735,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes
22876,Yes,No,Yes,14 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No
40563,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
20702,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes
45350,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
55934,No,No,No,15 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Always,Never,No,No
11457,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No
21476,No,No,No,13 years old,Male,0 times,1 time,Never,3 or more,0 days,Sometimes,Always,No,No
15135,No,Yes,No,16 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No
57019,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Never,No,No
1786,No,No,No,15 years old,Male,0 times,2 or 3 times,Most of the time,1,0 days,Rarely,Never,Yes,No
49573,No,No,No,13 years old,Female,0 times,1 time,Always,2,0 days,Always,Sometimes,Yes,No
34882,Yes,Yes,No,17 years old,Male,2 or 3 times,0 times,Always,3 or more,0 days,Sometimes,Sometimes,Yes,No
53052,Yes,Yes,No,17 years old,Female,1 time,2 or 3 times,Sometimes,3 or more,1 or 2 days,Always,Sometimes,No,Yes
22481,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No
28728,Yes,Yes,Yes,13 years old,Female,12 or more times,0 times,Always,3 or more,0 days,Never,Rarely,Yes,No
19683,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Always,0,0 days,Rarely,Never,Yes,No
48482,No,No,No,14 years old,Female,0 times,0 times,Sometimes,0,1 or 2 days,Rarely,Rarely,No,Yes
12043,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Sometimes,Yes,No
35193,Yes,No,Yes,13 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No
9068,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Most of the time,No,No
20098,No,No,No,17 years old,Male,0 times,12 or more times,Sometimes,2,3 to 5 days,Sometimes,Most of the time,No,Yes
10331,Yes,No,No,15 years old,Male,0 times,1 time,Sometimes,2,6 to 9 days,Rarely,Never,No,Yes
22156,No,No,Yes,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No
8363,No,No,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes
6956,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No
56963,No,No,No,16 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Never,Always,No,No
43506,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No
50901,No,No,No,14 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Never,No,No
1197,Yes,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Most of the time,No,No
17332,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Never,No,Yes
4074,No,Yes,Yes,16 years old,Female,0 times,0 times,Never,1,0 days,Most of the time,Always,No,No
22304,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No
54702,Yes,Yes,Yes,13 years old,Female,0 times,0 times,Most of the time,2,0 days,Rarely,Always,Yes,No
1948,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No
34925,No,No,No,16 years old,Male,0 times,0 times,Rarely,2,1 or 2 days,Most of the time,Always,No,Yes
53669,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Most of the time,Rarely,No,Yes
3631,No,No,No,15 years old,Female,0 times,0 times,Most of the time,0,0 days,Always,Sometimes,Yes,No
55290,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Always,No,Yes
48316,No,No,No,15 years old,Female,0 times,1 time,Never,2,0 days,Most of the time,Never,No,No
6345,Yes,No,Yes,16 years old,Male,0 times,2 or 3 times,Sometimes,0,0 days,Rarely,Rarely,No,No
48171,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Always,No,No
34813,Yes,No,No,17 years old,Male,0 times,2 or 3 times,Most of the time,3 or more,1 or 2 days,Rarely,Never,Yes,Yes
524,No,Yes,Yes,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Sometimes,No,No
12723,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Rarely,No,No
35045,Yes,No,No,13 years old,Male,1 time,1 time,Never,3 or more,0 days,Rarely,Always,No,No
36169,No,No,Yes,16 years old,Male,0 times,4 or 5 times,Rarely,3 or more,1 or 2 days,Always,Always,No,Yes
11833,No,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,3 or more,10 or more days,Never,Never,Yes,Yes
53646,No,No,No,16 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No
6849,No,No,No,15 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Always,Never,Yes,No
56381,No,No,No,16 years old,Female,0 times,1 time,Always,2,10 or more days,Rarely,Never,Yes,Yes
48601,Yes,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No
55767,No,No,Yes,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No
38702,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No
56539,No,No,No,16 years old,Male,1 time,0 times,Rarely,2,0 days,Most of the time,Most of the time,No,No
40928,Yes,Yes,No,17 years old,Female,0 times,0 times,Sometimes,1,3 to 5 days,Sometimes,Sometimes,No,Yes
26540,No,No,Yes,16 years old,Female,0 times,0 times,Rarely,2,10 or more days,Sometimes,Most of the time,No,Yes
34558,No,Yes,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Never,No,No
19456,No,No,No,17 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Most of the time,Rarely,No,No
48313,Yes,No,No,14 years old,Female,1 time,0 times,Sometimes,1,0 days,Rarely,Sometimes,No,No
13939,Yes,Yes,Yes,16 years old,Female,2 or 3 times,0 times,Sometimes,1,1 or 2 days,Sometimes,Most of the time,No,Yes
20778,No,No,No,17 years old,Male,0 times,1 time,Sometimes,1,10 or more days,Most of the time,Always,No,Yes
3181,Yes,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No
2339,Yes,No,No,17 years old,Male,0 times,0 times,Most of the time,3 or more,3 to 5 days,Always,Rarely,Yes,Yes
13404,No,Yes,No,15 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No
31721,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
11998,No,Yes,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No
12009,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No
35951,Yes,Yes,Yes,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No
6832,Yes,No,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes
7752,Yes,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No
23789,No,No,No,14 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Sometimes,Never,No,No
55175,No,No,Yes,15 years old,Female,0 times,0 times,Sometimes,1,0 days,Rarely,Never,No,No
357,No,No,No,15 years old,Male,0 times,4 or 5 times,Never,3 or more,0 days,Rarely,Rarely,No,No
46043,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No
50890,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Rarely,Always,No,No
33366,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,2,3 to 5 days,Always,Always,No,Yes
7554,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No
30078,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No
40997,No,No,No,15 years old,Female,0 times,1 time,Sometimes,3 or more,0 days,Sometimes,Always,No,No
24175,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Always,No,No
37958,No,No,Yes,16 years old,Male,1 time,1 time,Never,3 or more,0 days,Most of the time,Most of the time,No,No
24514,No,No,Yes,14 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes
41295,Yes,Yes,Yes,17 years old,Female,1 time,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Most of the time,Yes,Yes
42458,No,Yes,No,14 years old,Male,8 or 9 times,2 or 3 times,Most of the time,3 or more,10 or more days,Sometimes,Never,Yes,Yes
31758,Yes,Yes,Yes,15 years old,Male,0 times,12 or more times,Sometimes,1,0 days,Most of the time,Always,No,No
36141,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No
14820,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Never,Most of the time,Yes,Yes
25286,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Always,No,No
50330,No,Yes,Yes,14 years old,Male,0 times,1 time,Never,3 or more,0 days,Always,Never,No,No
43051,No,No,Yes,17 years old,Female,0 times,0 times,Rarely,2,3 to 5 days,Rarely,Rarely,No,Yes
32483,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
2637,Yes,Yes,No,14 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Never,No,No
14703,No,Yes,Yes,16 years old,Female,0 times,4 or 5 times,Always,1,0 days,Rarely,Never,Yes,No
51151,Yes,No,No,17 years old,Female,0 times,0 times,Most of the time,1,0 days,Sometimes,Most of the time,Yes,No
25876,No,No,No,16 years old,Female,0 times,0 times,Never,1,0 days,Most of the time,Always,No,No
8773,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
27876,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No
44407,No,No,No,15 years old,Male,0 times,0 times,Never,2,1 or 2 days,Sometimes,Always,No,Yes
29377,Yes,Yes,Yes,17 years old,Female,0 times,0 times,Sometimes,2,0 days,Never,Always,No,No
33302,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No
34691,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Always,No,Yes
47917,No,No,No,13 years old,Male,1 time,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No
5682,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Sometimes,Rarely,No,Yes
11217,No,No,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Sometimes,Yes,No
16913,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No
29332,No,No,No,14 years old,Female,0 times,0 times,Rarely,1,1 or 2 days,Never,Sometimes,No,Yes
11141,No,No,No,16 years old,Female,0 times,0 times,Most of the time,0,0 days,Rarely,Rarely,Yes,No
37495,No,No,No,16 years old,Female,0 times,0 times,Sometimes,0,0 days,Never,Never,No,No
13394,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Never,No,No
43225,No,No,No,13 years old,Male,2 or 3 times,4 or 5 times,Rarely,2,1 or 2 days,Most of the time,Never,No,Yes
39404,No,Yes,Yes,16 years old,Female,1 time,1 time,Most of the time,2,0 days,Most of the time,Rarely,Yes,No
13334,No,Yes,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Never,Sometimes,No,No
43143,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No
20256,No,Yes,Yes,13 years old,Male,1 time,1 time,Rarely,3 or more,0 days,Rarely,Rarely,No,No
18241,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No
7058,No,No,No,17 years old,Female,0 times,0 times,Rarely,2,0 days,Never,Never,No,No
56742,Yes,No,No,13 years old,Male,0 times,0 times,Never,2,1 or 2 days,Rarely,Rarely,No,Yes
14230,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
42367,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No
19006,No,No,No,13 years old,Male,0 times,0 times,Sometimes,2,0 days,Sometimes,Rarely,No,No
35820,Yes,No,No,17 years old,Male,0 times,0 times,Always,1,1 or 2 days,Rarely,Never,Yes,Yes
16529,Yes,No,No,15 years old,Male,0 times,0 times,Never,3 or more,6 to 9 days,Sometimes,Rarely,No,Yes
7443,No,No,No,13 years old,Female,0 times,0 times,Always,0,0 days,Never,Never,Yes,No
42783,No,No,No,16 years old,Female,0 times,0 times,Always,2,1 or 2 days,Sometimes,Never,Yes,Yes
9154,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No
11771,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Always,Always,No,Yes
25225,Yes,No,No,14 years old,Female,8 or 9 times,1 time,Always,0,1 or 2 days,Never,Never,Yes,Yes
27719,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Always,No,Yes
36979,No,Yes,No,15 years old,Female,0 times,0 times,Never,1,0 days,Rarely,Rarely,No,No
54756,No,No,No,16 years old,Female,0 times,0 times,Sometimes,1,0 days,Rarely,Most of the time,No,No
12439,Yes,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
32115,No,No,No,17 years old,Female,2 or 3 times,0 times,Sometimes,2,0 days,Most of the time,Never,No,No
37859,No,No,No,15 years old,Female,0 times,2 or 3 times,Rarely,3 or more,0 days,Never,Always,No,No
8824,No,No,No,16 years old,Male,0 times,0 times,Never,1,0 days,Always,Always,No,No
7914,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
35545,No,No,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Sometimes,No,No
23338,Yes,Yes,Yes,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Never,Sometimes,No,No
26940,No,No,No,16 years old,Female,0 times,0 times,Rarely,1,0 days,Rarely,Sometimes,No,No
25451,No,No,No,16 years old,Female,0 times,0 times,Always,3 or more,10 or more days,Never,Never,Yes,Yes
6998,Yes,Yes,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No
37544,No,No,No,14 years old,Female,0 times,0 times,Sometimes,1,0 days,Sometimes,Most of the time,No,No
6348,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
13156,No,No,No,13 years old,Female,12 or more times,2 or 3 times,Most of the time,3 or more,0 days,Never,Never,Yes,No
38876,No,Yes,No,12 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Always,Yes,No
23569,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Never,No,No
49473,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No
50495,No,Yes,No,17 years old,Male,0 times,1 time,Rarely,0,0 days,Never,Rarely,No,No
55880,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Never,No,No
45948,No,No,No,15 years old,Female,2 or 3 times,0 times,Rarely,3 or more,0 days,Always,Never,No,No
6354,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes
39098,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Rarely,Yes,No
16,No,No,No,13 years old,Female,0 times,1 time,Always,3 or more,0 days,Sometimes,Sometimes,Yes,No
51718,No,No,No,16 years old,Female,0 times,0 times,Most of the time,1,0 days,Never,Never,Yes,No
20253,No,No,No,13 years old,Male,1 time,2 or 3 times,Rarely,3 or more,6 to 9 days,Rarely,Never,No,Yes
37023,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No
26730,No,Yes,Yes,15 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
56279,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No
10037,Yes,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
50279,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No
441,No,No,No,16 years old,Male,2 or 3 times,2 or 3 times,Never,3 or more,0 days,Always,Most of the time,No,No
33089,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
17034,Yes,No,No,15 years old,Male,4 or 5 times,2 or 3 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No
18126,Yes,No,Yes,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No
31905,Yes,No,No,15 years old,Male,2 or 3 times,0 times,Sometimes,3 or more,0 days,Rarely,Rarely,No,No
53295,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,3 to 5 days,Most of the time,Rarely,No,Yes
5536,Yes,Yes,No,15 years old,Female,0 times,0 times,Always,2,1 or 2 days,Sometimes,Never,Yes,Yes
29379,No,No,No,17 years old,Male,0 times,12 or more times,Always,0,0 days,Never,Most of the time,Yes,No
27951,Yes,Yes,No,15 years old,Male,2 or 3 times,1 time,Never,3 or more,1 or 2 days,Always,Rarely,No,Yes
21713,No,No,No,14 years old,Male,1 time,1 time,Never,1,0 days,Always,Never,No,No
53991,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Always,No,No
37236,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Always,No,No
7133,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No
6495,Yes,No,No,13 years old,Female,0 times,1 time,Never,3 or more,0 days,Always,Always,No,No
8028,Yes,No,No,13 years old,Female,0 times,0 times,Most of the time,0,0 days,Rarely,Never,Yes,No
17740,Yes,No,No,15 years old,Female,0 times,0 times,Always,3 or more,0 days,Rarely,Never,Yes,No
28873,No,Yes,No,14 years old,Male,0 times,1 time,Never,3 or more,0 days,Always,Always,No,No
18487,Yes,Yes,Yes,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No
54725,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No
9545,No,No,Yes,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
49572,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Always,Most of the time,No,No
29407,No,No,No,13 years old,Female,0 times,2 or 3 times,Sometimes,2,1 or 2 days,Sometimes,Rarely,No,Yes
41440,Yes,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Always,No,No
50582,Yes,No,No,16 years old,Female,2 or 3 times,1 time,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No
3661,No,Yes,Yes,16 years old,Female,2 or 3 times,0 times,Always,3 or more,0 days,Most of the time,Rarely,Yes,No
13427,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No
25259,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No
22232,No,Yes,Yes,14 years old,Female,0 times,0 times,Sometimes,1,0 days,Rarely,Never,No,No
51104,No,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Never,Yes,Yes
12354,Yes,No,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,6 to 9 days,Sometimes,Most of the time,Yes,Yes
37922,Yes,No,Yes,13 years old,Female,1 time,2 or 3 times,Never,3 or more,0 days,Most of the time,Rarely,No,No
17684,Yes,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No
6136,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Always,Most of the time,No,Yes
55723,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No
13237,Yes,No,Yes,16 years old,Female,1 time,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Rarely,Yes,Yes
